FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_DESCR,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,state_descriptions,geographic_areas_code,geographic_areas_desc,CAUSES,MONTH
1996,2450131.5,49,1600.0,Debris Burning,1.0,B,30.67842891,-89.12837607,MS,Mississippi,SA,Southern Area,Human,Feb
2007,2454195.5,95,,Missing/Undefined,0.1,A,36.4623,-80.61432,NC,North Carolina,,National,Undefined,Apr
1995,2449832.5,115,,Arson,1.5,B,47.214552,-95.650126,MN,Minnesota,NR,Northern Rockies,Human,Apr
2007,2454304.5,204,,Equipment Use,10.0,C,43.6948,-99.5766,SD,South Dakota,NR,Northern Rockies,Human,Jul
2007,2454249.5,149,,Missing/Undefined,6.2,B,28.95055997,-81.47305,FL,Florida,SA,Southern Area,Undefined,May
2006,2454027.5,292,,Miscellaneous,0.1,A,33.7207,-117.283931,CA,California,CA,California,Undefined,Oct
1996,2450207.5,125,,Debris Burning,18.0,C,35.875,-82.575,NC,North Carolina,,National,Human,May
1998,2450900.5,87,,Railroad,0.1,A,29.41,-82.93,FL,Florida,SA,Southern Area,Human,Mar
2007,2454302.5,202,,Lightning,0.1,A,27.99389,-81.43472,FL,Florida,SA,Southern Area,Lightning,Jul
2007,2454350.5,250,,Missing/Undefined,0.1,A,35.64029,-78.05718,NC,North Carolina,,National,Undefined,Sep
2003,2452763.5,124,1230.0,Miscellaneous,0.1,A,47.655,-92.59277778,MN,Minnesota,NR,Northern Rockies,Undefined,May
1992,2448745.5,124,1615.0,Arson,7.0,B,31.07293784,-89.50609892,MS,Mississippi,SA,Southern Area,Human,May
2009,2455059.5,228,1341.0,Missing/Undefined,0.5,B,39.3792,-107.6403,CO,Colorado,RM,Rocky Mountain,Undefined,Aug
2004,2453202.5,198,1423.0,Lightning,0.1,A,35.11,-111.7816667,AZ,Arizona,SW,Southwest,Lightning,Jul
2008,2454633.5,168,,Miscellaneous,0.1,A,27.58556,-81.55528,FL,Florida,SA,Southern Area,Undefined,Jun
1999,2451506.5,328,1800.0,Children,0.1,A,33.1834,-105.7005,NM,New Mexico,SW,Southwest,Human,Nov
2007,2454232.5,132,,Debris Burning,1.0,B,47.74771979,-95.19158438,MN,Minnesota,NR,Northern Rockies,Human,May
1998,2451030.5,217,,Debris Burning,0.2,A,33.2808,-82.2761,GA,Georgia,SA,Southern Area,Human,Aug
2000,2451736.5,193,1414.0,Miscellaneous,0.1,A,31.7939,-89.6483,MS,Mississippi,SA,Southern Area,Undefined,Jul
2007,2454172.5,72,,Debris Burning,0.2,A,37.24263182,-81.60444456,WV,West Virginia,EA,Eastern Area,Human,Mar
2008,2454630.5,165,,Miscellaneous,25.0,C,34.1301,-98.62846,TX,Texas,SA,Southern Area,Undefined,Jun
1992,2448859.5,238,,Miscellaneous,0.3,B,47.06311,-122.79388,WA,Washington,NW,Northwest,Undefined,Aug
2008,2454647.5,182,,Missing/Undefined,0.25,A,45.8032,-116.4596,ID,Idaho,GB,Great Basin,Undefined,Jul
1993,2449136.5,149,,Missing/Undefined,0.7,B,33.45833333,-81.27916667,SC,South Carolina,SA,Southern Area,Undefined,May
2003,2452768.5,129,,Children,0.5,B,30.51666997,-85.31666999,FL,Florida,SA,Southern Area,Human,May
2006,2453987.5,252,1225.0,Lightning,0.1,A,44.485,-120.5925,OR,Oregon,NW,Northwest,Lightning,Sep
1997,2450615.5,167,,Missing/Undefined,8.0,B,32.84888839,-103.6333313,NM,New Mexico,SW,Southwest,Undefined,Jun
2000,2451809.5,266,1400.0,Campfire,0.1,A,35.09583333,-111.5583333,AZ,Arizona,SW,Southwest,Human,Sep
1999,2451415.5,237,,Debris Burning,6.0,B,32.38125,-94.62708,TX,Texas,SA,Southern Area,Human,Aug
1994,2449478.5,126,1200.0,Lightning,0.1,A,42.07666667,-123.0,OR,Oregon,NW,Northwest,Lightning,May
2004,2453068.5,64,,Debris Burning,8.33,B,33.81143442,-84.77683808,GA,Georgia,SA,Southern Area,Human,Mar
2007,2454202.5,102,,Miscellaneous,0.1,A,40.78176,-99.74397,NE,Nebraska,SA,Southern Area,Undefined,Apr
2000,2451790.5,247,,Lightning,1.0,B,36.4453,-91.3967,AR,Arkansas,SA,Southern Area,Lightning,Sep
1992,2448797.5,176,1504.0,Lightning,0.1,A,40.72166667,-120.8166667,CA,California,CA,California,Lightning,Jun
2003,2452882.5,243,,Arson,0.15,A,44.02922001,-89.02322,WI,Wisconsin,NR,Northern Rockies,Human,Aug
1996,2450325.5,243,,Missing/Undefined,0.25,A,45.31666667,-68.96666667,ME,Maine,,National,Undefined,Aug
2007,2454149.5,49,,Miscellaneous,10.0,C,30.20077,-98.10975,TX,Texas,SA,Southern Area,Undefined,Feb
1992,2448746.5,125,,Debris Burning,357.0,E,46.47974379,-95.08297952,MN,Minnesota,NR,Northern Rockies,Human,May
1996,2450303.5,221,2000.0,Lightning,2.0,B,45.54166667,-111.06,MT,Montana,RM,Rocky Mountain,Lightning,Aug
2005,2453442.5,72,,Arson,5.0,B,35.30391,-76.67962,NC,North Carolina,,National,Human,Mar
2008,2454506.5,41,,Equipment Use,0.5,B,37.99290803,-81.72354994,WV,West Virginia,EA,Eastern Area,Human,Feb
1997,2450654.5,206,1516.0,Lightning,0.3,B,40.5666,-108.2506,CO,Colorado,RM,Rocky Mountain,Lightning,Jul
1996,2450297.5,215,1500.0,Lightning,0.3,B,35.19833333,-108.0933333,NM,New Mexico,SW,Southwest,Lightning,Aug
2000,2451778.5,235,1833.0,Lightning,0.1,A,38.81666667,-112.3516667,UT,Utah,RM,Rocky Mountain,Lightning,Aug
1999,2451194.5,16,,Debris Burning,1.0,B,32.9333,-80.6167,SC,South Carolina,SA,Southern Area,Human,Jan
1992,2448871.5,250,,Railroad,3.0,B,29.93,-83.3,FL,Florida,SA,Southern Area,Human,Sep
2004,2453017.5,13,,Equipment Use,15.0,C,33.91667,-81.88333001,SC,South Carolina,SA,Southern Area,Human,Jan
1999,2451446.5,268,600.0,Miscellaneous,0.1,A,45.10138889,-121.5175,OR,Oregon,NW,Northwest,Undefined,Sep
2009,2454896.5,65,,Debris Burning,8.0,B,32.33572267,-83.86964512,GA,Georgia,SA,Southern Area,Human,Mar
1992,2448752.5,131,,Miscellaneous,1.0,B,47.274882,-93.608305,MN,Minnesota,NR,Northern Rockies,Undefined,May
1994,2449680.5,328,,Smoking,3.0,B,35.8783,-79.5917,NC,North Carolina,,National,Human,Nov
2004,2453273.5,269,2147.0,Equipment Use,0.1,A,34.575,-118.6988889,CA,California,CA,California,Human,Sep
2004,2453186.5,182,,Railroad,2.0,B,47.15196922,-92.6018847,MN,Minnesota,NR,Northern Rockies,Human,Jul
1997,2450468.5,20,,Equipment Use,0.2,A,29.91,-81.35,FL,Florida,SA,Southern Area,Human,Jan
2000,2451586.5,43,,Miscellaneous,0.1,A,31.5372,-89.5047,MS,Mississippi,SA,Southern Area,Undefined,Feb
1996,2450376.5,294,,Children,0.1,A,30.4,-87.03,FL,Florida,SA,Southern Area,Human,Oct
2001,2452131.5,222,1543.0,Lightning,0.1,A,36.0967,-109.0773,AZ,Arizona,SW,Southwest,Lightning,Aug
2001,2452028.5,119,1730.0,Lightning,0.1,A,43.0083,-102.8532,SD,South Dakota,NR,Northern Rockies,Lightning,Apr
1993,2449093.5,106,,Arson,51.0,C,46.06487694,-94.0729307,MN,Minnesota,NR,Northern Rockies,Human,Apr
1992,2448683.5,62,1553.0,Arson,2.0,B,31.30091732,-90.50726379,MS,Mississippi,SA,Southern Area,Human,Mar
2003,2452739.5,100,,Debris Burning,1.2,B,44.04744926,-89.31950825,WI,Wisconsin,NR,Northern Rockies,Human,Apr
1997,2450538.5,90,,Arson,7.0,B,33.7925,-86.91,AL,Alabama,SA,Southern Area,Human,Mar
2004,2453097.5,93,,Children,0.1,A,27.53778,-81.49582999,FL,Florida,SA,Southern Area,Human,Apr
1997,2450611.5,163,1700.0,Lightning,0.1,A,40.5333,-107.934,CO,Colorado,RM,Rocky Mountain,Lightning,Jun
2001,2452102.5,193,1332.0,Lightning,0.1,A,35.89305556,-112.0355556,AZ,Arizona,SW,Southwest,Lightning,Jul
2001,2451948.5,39,,Miscellaneous,7.0,B,30.8033,-90.7619,LA,Louisiana,SA,Southern Area,Undefined,Feb
2008,2454655.5,190,,Lightning,24.29,C,33.35997678,-83.76300197,GA,Georgia,SA,Southern Area,Lightning,Jul
2005,2453634.5,264,900.0,Arson,0.75,B,37.14944444,-82.62444444,VA,Virginia,EA,Eastern Area,Human,Sep
1992,2448820.5,199,1635.0,Lightning,0.3,B,41.38333333,-122.1416667,CA,California,CA,California,Lightning,Jul
2000,2451807.5,264,,Lightning,6.0,B,35.7478,-94.9764,OK,Oklahoma,SA,Southern Area,Lightning,Sep
2006,2453747.5,12,,Arson,400.0,E,35.39527,-101.3998,TX,Texas,SA,Southern Area,Human,Jan
1997,2450644.5,196,,Arson,0.75,B,39.77917,-75.03333,NJ,New Jersey,,National,Human,Jul
2006,2453864.5,129,,Equipment Use,9.0,B,29.57055998,-82.98749998,FL,Florida,SA,Southern Area,Human,May
2008,2454723.5,258,,Debris Burning,20.0,C,30.46047,-98.29864,TX,Texas,SA,Southern Area,Human,Sep
1996,2450202.5,120,,Smoking,0.1,A,46.72762,-94.405864,MN,Minnesota,NR,Northern Rockies,Human,Apr
2005,2453472.5,102,,Debris Burning,55.0,C,35.10313,-76.7789,NC,North Carolina,,National,Human,Apr
1999,2451279.5,101,,Debris Burning,2.1,B,34.2581,-83.2283,GA,Georgia,SA,Southern Area,Human,Apr
2001,2451949.5,40,,Miscellaneous,0.2,A,35.7667,-80.9333,NC,North Carolina,,National,Undefined,Feb
2001,2452141.5,232,1945.0,Campfire,0.1,A,45.5775,-122.1138889,OR,Oregon,NW,Northwest,Human,Aug
2000,2451815.5,272,2311.0,Children,0.1,A,43.325,-100.8804,SD,South Dakota,NR,Northern Rockies,Human,Sep
1998,2451063.5,250,,Equipment Use,1.0,B,33.8447,-92.4775,AR,Arkansas,SA,Southern Area,Human,Sep
1994,2449481.5,129,1551.0,Campfire,0.01,A,45.40765408,-89.51924422,WI,Wisconsin,NR,Northern Rockies,Human,May
1994,2449627.5,275,1309.0,Lightning,0.1,A,39.93,-121.1883333,CA,California,CA,California,Lightning,Oct
1996,2450265.5,183,,Missing/Undefined,0.1,A,41.3141,-111.63157,UT,Utah,RM,Rocky Mountain,Undefined,Jul
1998,2450863.5,50,,Debris Burning,0.5,B,34.5617,-77.9583,NC,North Carolina,,National,Human,Feb
2004,2453212.5,208,1444.0,Equipment Use,1.0,B,35.4689,-115.525,CA,California,CA,California,Human,Jul
2007,2454111.5,11,,Debris Burning,8.92,B,32.30459528,-82.58369474,GA,Georgia,SA,Southern Area,Human,Jan
1998,2451030.5,217,,Lightning,6.0,B,30.79375,-95.88541,TX,Texas,SA,Southern Area,Lightning,Aug
1992,2448751.5,130,1330.0,Miscellaneous,3.0,B,44.32833333,-120.1116667,OR,Oregon,NW,Northwest,Undefined,May
1994,2449572.5,220,648.0,Lightning,0.1,A,46.54,-112.0733333,MT,Montana,RM,Rocky Mountain,Lightning,Aug
2005,2453376.5,6,1730.0,Lightning,0.1,A,38.5014,-113.4994,UT,Utah,RM,Rocky Mountain,Lightning,Jan
2005,2453433.5,63,,Arson,5.0,B,32.9506,-89.3522,MS,Mississippi,SA,Southern Area,Human,Mar
1995,2449959.5,242,,Arson,25.0,C,33.01875,-94.57708,TX,Texas,SA,Southern Area,Human,Aug
1993,2449314.5,327,,Arson,0.5,B,39.77917,-74.27084,NJ,New Jersey,,National,Human,Nov
2008,2454621.5,156,,Miscellaneous,0.2,A,31.10262,-97.80436,TX,Texas,SA,Southern Area,Undefined,Jun
2008,2454507.5,42,,Arson,0.5,B,30.84222,-93.06139,LA,Louisiana,SA,Southern Area,Human,Feb
1994,2449489.5,137,,Missing/Undefined,8.0,B,33.775,-79.75416667,SC,South Carolina,SA,Southern Area,Undefined,May
2009,2455003.5,172,1138.0,Lightning,0.1,A,44.22,-116.1333333,ID,Idaho,GB,Great Basin,Lightning,Jun
1999,2451277.5,99,,Debris Burning,4.0,B,33.3756,-88.0739,AL,Alabama,SA,Southern Area,Human,Apr
2005,2453610.5,240,330.0,Arson,0.1,A,37.17825,-120.42847,CA,California,CA,California,Human,Aug
2004,2453056.5,52,,Debris Burning,1.1,B,33.35900511,-84.03855283,GA,Georgia,SA,Southern Area,Human,Feb
1997,2450682.5,234,940.0,Lightning,0.1,A,46.41833333,-115.605,ID,Idaho,GB,Great Basin,Lightning,Aug
1994,2449604.5,252,1900.0,Miscellaneous,2.0,B,32.68977989,-89.48169839,MS,Mississippi,SA,Southern Area,Undefined,Sep
1996,2450287.5,205,1745.0,Lightning,0.1,A,38.42666667,-119.6033333,CA,California,CA,California,Lightning,Jul
2001,2451911.5,2,,Debris Burning,1.0,B,33.2561,-81.0194,SC,South Carolina,SA,Southern Area,Human,Jan
2007,2454332.5,232,,Equipment Use,4.0,B,33.98333,-79.88333,SC,South Carolina,SA,Southern Area,Human,Aug
1998,2450959.5,146,,Miscellaneous,1.0,B,30.3944,-90.0033,LA,Louisiana,SA,Southern Area,Undefined,May
2006,2453753.5,18,,Debris Burning,0.8,B,29.36443997,-82.25417002,FL,Florida,SA,Southern Area,Human,Jan
2007,2454322.5,222,,Miscellaneous,0.2,A,32.86496,-101.0315,TX,Texas,SA,Southern Area,Undefined,Aug
2006,2453940.5,205,1156.0,Lightning,0.1,A,39.84335,-112.13982,UT,Utah,RM,Rocky Mountain,Lightning,Jul
1994,2449557.5,205,,Lightning,0.1,A,46.01778,-120.88157,WA,Washington,NW,Northwest,Lightning,Jul
1998,2450968.5,155,,Arson,3.3,B,31.6411,-85.4078,AL,Alabama,SA,Southern Area,Human,Jun
1999,2451234.5,56,,Debris Burning,55.0,C,31.2828,-87.6919,AL,Alabama,SA,Southern Area,Human,Feb
1999,2451432.5,254,1816.0,Lightning,11.0,C,29.21272,-103.4092,TX,Texas,SA,Southern Area,Lightning,Sep
2000,2451803.5,260,950.0,Lightning,0.2,A,43.92888889,-115.4877778,ID,Idaho,GB,Great Basin,Lightning,Sep
1997,2450479.5,31,,Arson,2.0,B,31.38542,-94.67709,TX,Texas,SA,Southern Area,Human,Jan
2004,2453318.5,314,,Equipment Use,0.25,A,39.47916999,-75.13332999,NJ,New Jersey,,National,Human,Nov
2002,2452290.5,16,1514.0,Equipment Use,1.0,B,32.1819,-89.5478,MS,Mississippi,SA,Southern Area,Human,Jan
1994,2449575.5,223,,Missing/Undefined,0.2,A,44.233982,-116.029609,ID,Idaho,GB,Great Basin,Undefined,Aug
1999,2451264.5,86,,Children,0.25,A,41.02917,-74.33334,NJ,New Jersey,,National,Human,Mar
2000,2451753.5,210,,Miscellaneous,2.0,B,33.7628,-92.985,AR,Arkansas,SA,Southern Area,Undefined,Jul
1999,2451418.5,240,,Miscellaneous,8.0,B,30.6283,-93.2919,LA,Louisiana,SA,Southern Area,Undefined,Aug
2006,2453955.5,220,604.0,Lightning,0.1,A,43.86666667,-119.2072222,OR,Oregon,NW,Northwest,Lightning,Aug
1999,2451224.5,46,,Debris Burning,0.5,B,31.5844,-83.9553,GA,Georgia,SA,Southern Area,Human,Feb
2008,2454687.5,222,,Lightning,0.5,B,28.86806,-81.15833,FL,Florida,SA,Southern Area,Lightning,Aug
1996,2450260.5,178,1545.0,Lightning,1.0,B,34.1484,-110.2957,AZ,Arizona,SW,Southwest,Lightning,Jun
1992,2448793.5,172,1340.0,Railroad,3.0,B,33.12836056,-110.9431512,AZ,Arizona,SW,Southwest,Human,Jun
2006,2453850.5,115,,Equipment Use,1.0,B,30.72385999,-94.94522001,TX,Texas,SA,Southern Area,Human,Apr
2005,2453684.5,314,,Debris Burning,1.05,B,32.33077909,-82.12602063,GA,Georgia,SA,Southern Area,Human,Nov
2003,2452995.5,356,,Debris Burning,0.2,A,33.63265306,-83.9642236,GA,Georgia,SA,Southern Area,Human,Dec
1999,2451286.5,108,,Miscellaneous,0.1,A,30.5114,-89.9817,LA,Louisiana,SA,Southern Area,Undefined,Apr
2004,2453103.5,99,,Debris Burning,0.01,A,34.88526083,-84.26561527,GA,Georgia,SA,Southern Area,Human,Apr
1998,2451140.5,327,,Arson,1.0,B,32.6167,-80.8,SC,South Carolina,SA,Southern Area,Human,Nov
2000,2451774.5,231,,Miscellaneous,7.0,B,31.2825,-87.2175,AL,Alabama,SA,Southern Area,Undefined,Aug
1998,2450987.5,174,1544.0,Fireworks,0.5,B,48.4833,-108.7507,MT,Montana,RM,Rocky Mountain,Human,Jun
2008,2454571.5,106,1713.0,Miscellaneous,0.1,A,33.99666667,-111.3652778,AZ,Arizona,SW,Southwest,Undefined,Apr
2008,2454689.5,224,,Miscellaneous,0.3,B,31.42636,-97.64359,TX,Texas,SA,Southern Area,Undefined,Aug
2008,2454602.5,137,,Debris Burning,0.5,B,43.6675,-121.55806,OR,Oregon,NW,Northwest,Human,May
2008,2454809.5,344,,Debris Burning,2.0,B,31.3437212,-84.54242003,GA,Georgia,SA,Southern Area,Human,Dec
1994,2449397.5,45,1632.0,Miscellaneous,1.0,B,37.24700636,-91.09602792,MO,Missouri,SA,Southern Area,Undefined,Feb
1996,2450343.5,261,,Railroad,0.5,B,27.95,-81.75,FL,Florida,SA,Southern Area,Human,Sep
2004,2453267.5,263,,Miscellaneous,8.0,B,33.90298,-91.88789998,AR,Arkansas,SA,Southern Area,Undefined,Sep
2002,2452495.5,221,,Lightning,8.0,B,26.6131,-81.2008,FL,Florida,SA,Southern Area,Lightning,Aug
2005,2453574.5,204,1300.0,Lightning,0.1,A,33.9023,-109.7529,AZ,Arizona,SW,Southwest,Lightning,Jul
2001,2451978.5,69,,Debris Burning,5.0,B,34.5469,-82.1144,SC,South Carolina,SA,Southern Area,Human,Mar
1992,2448758.5,137,1146.0,Debris Burning,0.1,A,47.9082,-117.8761,WA,Washington,NW,Northwest,Human,May
1997,2450585.5,137,,Miscellaneous,0.1,A,47.81496,-121.82758,WA,Washington,NW,Northwest,Undefined,May
2003,2452887.5,248,1752.0,Lightning,1.0,B,42.0173,-123.7656,OR,Oregon,NW,Northwest,Lightning,Sep
2005,2453551.5,181,,Arson,15.0,C,33.24165999,-94.09361001,TX,Texas,SA,Southern Area,Human,Jun
2001,2451991.5,82,1343.0,Miscellaneous,0.2,A,33.2834,-112.1607,AZ,Arizona,SW,Southwest,Undefined,Mar
2000,2451832.5,289,,Debris Burning,1.0,B,34.2167,-79.9667,SC,South Carolina,SA,Southern Area,Human,Oct
1999,2451196.5,18,,Arson,3.0,B,30.6108,-88.2669,AL,Alabama,SA,Southern Area,Human,Jan
1993,2449109.5,122,,Missing/Undefined,5.0,B,33.30833333,-80.62083333,SC,South Carolina,SA,Southern Area,Undefined,May
2009,2454933.5,102,,Children,0.25,A,32.34478869,-82.53268019,GA,Georgia,SA,Southern Area,Human,Apr
2009,2454982.5,151,1200.0,Lightning,20.7,C,43.78611111,-103.9277778,SD,South Dakota,NR,Northern Rockies,Lightning,May
2003,2452748.5,109,,Debris Burning,0.7,B,44.22681,-70.11703002,ME,Maine,,National,Human,Apr
2008,2454649.5,184,2148.0,Lightning,4.9,B,47.89333333,-121.0025,WA,Washington,NW,Northwest,Lightning,Jul
1997,2450659.5,211,926.0,Lightning,0.1,A,44.43527778,-120.5816667,OR,Oregon,NW,Northwest,Lightning,Jul
2002,2452331.5,57,,Smoking,0.25,A,39.8625,-74.80833,NJ,New Jersey,,National,Human,Feb
2008,2454523.5,58,,Debris Burning,0.25,A,32.52215,-94.45458,TX,Texas,SA,Southern Area,Human,Feb
2007,2454385.5,285,,Equipment Use,0.5,B,33.92764,-97.6196,TX,Texas,SA,Southern Area,Human,Oct
1994,2449576.5,224,1300.0,Lightning,0.1,A,40.5749,-117.861,NV,Nevada,GB,Great Basin,Lightning,Aug
2004,2453212.5,208,,Lightning,12.29,C,46.62143829,-85.47130019,MI,Michigan,NR,Northern Rockies,Lightning,Jul
2003,2452944.5,305,1809.0,Equipment Use,0.1,A,38.707581,-120.863011,CA,California,CA,California,Human,Nov
2001,2452034.5,125,,Arson,5.0,B,33.27,-79.8522,SC,South Carolina,SA,Southern Area,Human,May
2005,2453622.5,252,,Arson,118.0,D,35.55233001,-91.82550002,AR,Arkansas,SA,Southern Area,Human,Sep
2006,2453789.5,54,,Debris Burning,4.0,B,31.1772,-89.9108,MS,Mississippi,SA,Southern Area,Human,Feb
2004,2453085.5,81,,Arson,0.94,B,32.2622014,-82.51855281,GA,Georgia,SA,Southern Area,Human,Mar
1994,2449585.5,233,1130.0,Lightning,0.1,A,46.16833333,-115.6883333,ID,Idaho,GB,Great Basin,Lightning,Aug
1998,2450989.5,176,,Arson,12.0,C,33.62708,-94.66458,TX,Texas,SA,Southern Area,Human,Jun
2000,2451662.5,119,,Arson,80.0,C,48.55972543,-96.50016528,MN,Minnesota,NR,Northern Rockies,Human,Apr
1996,2450125.5,43,,Miscellaneous,0.1,A,35.915,-81.595,NC,North Carolina,,National,Undefined,Feb
1995,2449898.5,181,1650.0,Lightning,0.1,A,41.06416667,-120.7125,CA,California,CA,California,Lightning,Jun
1992,2448874.5,253,1230.0,Campfire,1.0,B,46.04166667,-113.7966667,MT,Montana,RM,Rocky Mountain,Human,Sep
2000,2451693.5,150,,Railroad,1200.0,F,25.6019,-80.5361,FL,Florida,SA,Southern Area,Human,May
1997,2450633.5,185,,Equipment Use,0.1,A,30.62,-86.99,FL,Florida,SA,Southern Area,Human,Jul
1992,2448750.5,129,1650.0,Children,1.0,B,46.2152,-93.7566,MN,Minnesota,NR,Northern Rockies,Human,May
1997,2450468.5,20,,Arson,0.2,A,30.7136,-87.64,AL,Alabama,SA,Southern Area,Human,Jan
1997,2450637.5,189,,Lightning,1.0,B,64.69777,-148.8208,AK,Alaska,AK,Alaska,Lightning,Jul
1999,2451396.5,218,600.0,Lightning,1.0,B,39.43444444,-119.9358333,CA,California,CA,California,Lightning,Aug
2009,2454887.5,56,,Debris Burning,2.0,B,32.19137709,-81.69743353,GA,Georgia,SA,Southern Area,Human,Feb
1999,2451260.5,82,1300.0,Debris Burning,6.0,B,43.1486,-102.3379,SD,South Dakota,NR,Northern Rockies,Human,Mar
2006,2453872.5,137,1740.0,Lightning,0.1,A,44.48194444,-121.6622222,OR,Oregon,NW,Northwest,Lightning,May
2004,2453264.5,260,,Equipment Use,3.0,B,35.97583,-91.85515998,AR,Arkansas,SA,Southern Area,Human,Sep
2000,2451775.5,232,750.0,Lightning,0.1,A,45.22805556,-105.8613889,MT,Montana,RM,Rocky Mountain,Lightning,Aug
2000,2451563.5,20,,Debris Burning,40.0,C,30.16729998,-95.16105998,TX,Texas,SA,Southern Area,Human,Jan
2002,2452503.5,229,1623.0,Lightning,0.2,A,43.54972222,-122.0925,OR,Oregon,NW,Northwest,Lightning,Aug
1998,2450929.5,116,1100.0,Arson,10.0,C,48.3055,-109.9716,MT,Montana,RM,Rocky Mountain,Human,Apr
2002,2452427.5,153,,Lightning,8.0,B,32.8892,-81.0244,SC,South Carolina,SA,Southern Area,Lightning,Jun
2000,2451758.5,215,,Lightning,1.0,B,33.6664,-93.1411,AR,Arkansas,SA,Southern Area,Lightning,Aug
2006,2453919.5,184,1630.0,Lightning,5.0,B,34.8336,-113.9163,AZ,Arizona,SW,Southwest,Lightning,Jul
1997,2450571.5,123,1053.0,Debris Burning,2.3,B,48.8092,-99.7671,ND,North Dakota,NR,Northern Rockies,Human,May
1998,2451063.5,250,1800.0,Lightning,0.1,A,46.09666667,-110.2183333,MT,Montana,RM,Rocky Mountain,Lightning,Sep
1993,2449251.5,264,1300.0,Campfire,0.1,A,46.55666069,-87.4996795,MI,Michigan,NR,Northern Rockies,Human,Sep
1992,2448779.5,158,,Missing/Undefined,1.5,B,31.91629981,-108.532402,NM,New Mexico,SW,Southwest,Undefined,Jun
1999,2451431.5,253,1420.0,Lightning,1628.3,F,40.5524,-118.9213,NV,Nevada,GB,Great Basin,Lightning,Sep
1994,2449430.5,78,,Debris Burning,3.0,B,34.435,-78.3917,NC,North Carolina,,National,Human,Mar
2008,2454622.5,157,,Miscellaneous,1.0,B,30.78583,-93.67139,TX,Texas,SA,Southern Area,Undefined,Jun
1997,2450708.5,260,,Children,0.5,B,35.5117,-78.7783,NC,North Carolina,,National,Human,Sep
1994,2449411.5,59,,Missing/Undefined,0.2,A,34.57916667,-80.02083333,SC,South Carolina,SA,Southern Area,Undefined,Feb
2000,2451767.5,224,1430.0,Lightning,0.3,B,47.15166667,-115.0183333,MT,Montana,RM,Rocky Mountain,Lightning,Aug
1998,2450898.5,85,,Arson,2.0,B,34.3864,-85.5208,AL,Alabama,SA,Southern Area,Human,Mar
1994,2449362.5,10,,Equipment Use,130.0,D,28.37,-82.58,FL,Florida,SA,Southern Area,Human,Jan
1994,2449455.5,103,1220.0,Arson,1.5,B,34.0668,-94.6835,OK,Oklahoma,SA,Southern Area,Human,Apr
1998,2451017.5,204,,Arson,1.0,B,36.76,-77.66,VA,Virginia,EA,Eastern Area,Human,Jul
2002,2452583.5,309,1156.0,Missing/Undefined,50.0,C,40.7124,-115.4245,NV,Nevada,GB,Great Basin,Undefined,Nov
2009,2455075.5,244,1933.0,Arson,0.1,A,39.20611111,-120.2005556,CA,California,CA,California,Human,Sep
2003,2452824.5,185,1925.0,Fireworks,0.1,A,48.55,-113.0284,MT,Montana,RM,Rocky Mountain,Human,Jul
1992,2448713.5,92,1519.0,Arson,20.0,C,30.40863597,-88.63704946,MS,Mississippi,SA,Southern Area,Human,Apr
1994,2449496.5,144,,Railroad,100.0,D,27.8,-81.82,FL,Florida,SA,Southern Area,Human,May
2001,2452228.5,319,,Arson,1.0,B,36.8117,-82.8733,VA,Virginia,EA,Eastern Area,Human,Nov
1999,2451454.5,276,,Miscellaneous,10.0,C,30.6192,-92.5772,LA,Louisiana,SA,Southern Area,Undefined,Oct
2000,2451605.5,62,,Miscellaneous,5.0,B,30.8697,-92.4414,LA,Louisiana,SA,Southern Area,Undefined,Mar
2000,2451782.5,239,1000.0,Lightning,0.1,A,48.31888889,-115.3686111,MT,Montana,RM,Rocky Mountain,Lightning,Aug
1998,2450984.5,171,1030.0,Campfire,0.1,A,31.73166667,-110.8983333,AZ,Arizona,SW,Southwest,Human,Jun
1995,2449904.5,187,1146.0,Miscellaneous,0.1,A,35.06166667,-112.8483333,AZ,Arizona,SW,Southwest,Undefined,Jul
2002,2452382.5,108,,Children,3.0,B,36.665,-79.3367,VA,Virginia,EA,Eastern Area,Human,Apr
1993,2449100.5,113,1507.0,Debris Burning,0.13,A,45.45037405,-89.08916592,WI,Wisconsin,NR,Northern Rockies,Human,Apr
1997,2450512.5,64,,Miscellaneous,0.7,B,34.4458,-80.2958,SC,South Carolina,SA,Southern Area,Undefined,Mar
2000,2451762.5,219,,Debris Burning,15.0,C,32.45624997,-94.56458,TX,Texas,SA,Southern Area,Human,Aug
2000,2451767.5,224,,Lightning,8.0,B,28.64,-81.06,FL,Florida,SA,Southern Area,Lightning,Aug
1994,2449415.5,63,,Miscellaneous,0.2,A,35.5783,-82.195,NC,North Carolina,,National,Undefined,Mar
1997,2450689.5,241,,Railroad,0.5,B,38.2167,-77.45,VA,Virginia,EA,Eastern Area,Human,Aug
2008,2454644.5,179,,Equipment Use,0.02,A,32.22186361,-83.35310852,GA,Georgia,SA,Southern Area,Human,Jun
1998,2451068.5,255,,Arson,2.0,B,38.4761,-83.0667,KY,Kentucky,SA,Southern Area,Human,Sep
1999,2451257.5,79,2000.0,Debris Burning,5.0,B,25.761546,-80.589517,FL,Florida,SA,Southern Area,Human,Mar
