FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_DESCR,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,state_descriptions,geographic_areas_code,geographic_areas_desc,CAUSES,MONTH
2003,2452851.5,212,1400.0,Lightning,0.5,B,40.61,-105.5291667,CO,Colorado,RM,Rocky Mountain,Lightning,Jul
2006,2453901.5,166,,Debris Burning,50.0,C,31.1483,-90.0422,MS,Mississippi,SA,Southern Area,Human,Jun
2004,2453111.5,107,1645.0,Arson,4.0,B,47.9719,-99.044,ND,North Dakota,NR,Northern Rockies,Human,Apr
2006,2453889.5,154,130.0,Children,0.3,B,44.0711,-99.4425,SD,South Dakota,NR,Northern Rockies,Human,Jun
1999,2451412.5,234,1645.0,Miscellaneous,0.1,A,48.85333333,-115.085,MT,Montana,RM,Rocky Mountain,Undefined,Aug
2009,2454980.5,149,1555.0,Lightning,0.1,A,39.0022,-119.5678,NV,Nevada,GB,Great Basin,Lightning,May
2002,2452475.5,201,,Lightning,65.0,C,30.6722,-81.6036,FL,Florida,SA,Southern Area,Lightning,Jul
1996,2450296.5,214,1815.0,Lightning,0.1,A,34.90833333,-111.7766667,AZ,Arizona,SW,Southwest,Lightning,Aug
1995,2449773.5,56,,Missing/Undefined,0.2,A,32.80833333,-81.2375,SC,South Carolina,SA,Southern Area,Undefined,Feb
2001,2452026.5,117,,Missing/Undefined,0.7,B,44.66447222,-67.46191667,ME,Maine,,National,Undefined,Apr
2001,2452158.5,249,,Missing/Undefined,0.1,A,45.861515,-116.241277,ID,Idaho,GB,Great Basin,Undefined,Sep
1994,2449582.5,230,800.0,Campfire,0.1,A,36.87462,-118.51007,CA,California,CA,California,Human,Aug
2002,2452522.5,248,,Missing/Undefined,0.1,A,46.51313889,-68.28352778,ME,Maine,,National,Undefined,Sep
1998,2451026.5,213,,Arson,0.1,A,34.8983,-79.685,NC,North Carolina,,National,Human,Aug
1996,2450226.5,144,,Miscellaneous,1.0,B,30.44,-83.26,FL,Florida,SA,Southern Area,Undefined,May
1993,2449014.5,27,1810.0,Arson,2.0,B,34.59922779,-88.84772389,MS,Mississippi,SA,Southern Area,Human,Jan
1993,2449253.5,266,1545.0,Debris Burning,1.1,B,33.0617,-111.714,AZ,Arizona,SW,Southwest,Human,Sep
1994,2449665.5,313,,Debris Burning,1.0,B,35.3117,-78.7183,NC,North Carolina,,National,Human,Nov
1993,2449147.5,160,,Arson,1.0,B,34.325,-78.125,NC,North Carolina,,National,Human,Jun
2007,2454159.5,59,,Railroad,1.86,B,31.39841208,-83.97434389,GA,Georgia,SA,Southern Area,Human,Feb
1995,2449895.5,178,1515.0,Lightning,0.1,A,34.33833333,-111.0083333,AZ,Arizona,SW,Southwest,Lightning,Jun
1992,2448932.5,311,1350.0,Missing/Undefined,1950.0,F,34.32510031,-95.91110218,OK,Oklahoma,SA,Southern Area,Undefined,Nov
1995,2449861.5,144,,Missing/Undefined,5.0,B,33.79583333,-79.89583333,SC,South Carolina,SA,Southern Area,Undefined,May
2000,2451606.5,63,,Miscellaneous,0.1,A,34.3369,-89.7531,MS,Mississippi,SA,Southern Area,Undefined,Mar
2006,2453868.5,133,1400.0,Miscellaneous,0.1,A,38.7989,-108.2667,CO,Colorado,RM,Rocky Mountain,Undefined,May
1999,2451441.5,263,,Debris Burning,0.3,B,35.155,-89.5533,TN,Tennessee,SA,Southern Area,Human,Sep
2004,2453124.5,120,,Railroad,0.08,A,31.00241068,-83.5155693,GA,Georgia,SA,Southern Area,Human,Apr
2006,2453828.5,93,,Debris Burning,2.0,B,33.47083001,-94.37361001,TX,Texas,SA,Southern Area,Human,Apr
1999,2451316.5,138,,Lightning,2.0,B,28.27,-82.38,FL,Florida,SA,Southern Area,Lightning,May
2009,2454975.5,144,1549.0,Missing/Undefined,0.3,B,66.5792,-145.2158,AK,Alaska,AK,Alaska,Undefined,May
2005,2453593.5,223,1251.0,Lightning,0.3,B,45.82805556,-117.0997222,OR,Oregon,NW,Northwest,Lightning,Aug
2007,2454261.5,161,1430.0,Campfire,0.3,B,48.0378,-118.3589,WA,Washington,NW,Northwest,Human,Jun
1998,2451034.5,221,1600.0,Miscellaneous,2.0,B,47.8,-102.0004,ND,North Dakota,NR,Northern Rockies,Undefined,Aug
2001,2452061.5,152,,Children,0.01,A,42.43882,-123.35489,OR,Oregon,NW,Northwest,Human,Jun
1992,2448899.5,278,,Debris Burning,1.0,B,30.79375,-94.87292,TX,Texas,SA,Southern Area,Human,Oct
2004,2453079.5,75,,Debris Burning,0.11,A,33.90372909,-84.79968624,GA,Georgia,SA,Southern Area,Human,Mar
1998,2450998.5,185,930.0,Lightning,0.1,A,45.18666667,-116.4216667,ID,Idaho,GB,Great Basin,Lightning,Jul
1992,2448816.5,195,1720.0,Miscellaneous,0.5,B,33.0167,-111.884,AZ,Arizona,SW,Southwest,Undefined,Jul
2008,2454507.5,42,,Missing/Undefined,0.5,B,34.44545,-78.38885,NC,North Carolina,,National,Undefined,Feb
1994,2449469.5,117,,Missing/Undefined,0.5,B,32.72916667,-80.89583333,SC,South Carolina,SA,Southern Area,Undefined,Apr
2000,2451681.5,138,,Missing/Undefined,0.2,A,43.66666667,-70.46666667,ME,Maine,,National,Undefined,May
1998,2451056.5,243,1300.0,Lightning,0.1,A,36.7839,-107.1803,NM,New Mexico,SW,Southwest,Lightning,Aug
2003,2452785.5,146,1430.0,Lightning,0.1,A,36.7489,-106.94,NM,New Mexico,SW,Southwest,Lightning,May
2003,2452843.5,204,,Miscellaneous,0.3,B,45.73491,-122.1445,WA,Washington,NW,Northwest,Undefined,Jul
2007,2454307.5,207,,Children,0.01,A,40.53528,-76.91972,PA,Pennsylvania,EA,Eastern Area,Human,Jul
1999,2451288.5,110,,Arson,25.0,C,33.7667,-80.1333,SC,South Carolina,SA,Southern Area,Human,Apr
2006,2453746.5,11,,Debris Burning,1.0,B,30.49268306,-90.52029533,LA,Louisiana,SA,Southern Area,Human,Jan
2003,2452755.5,116,,Debris Burning,4.0,B,45.078289,-83.90844303,MI,Michigan,NR,Northern Rockies,Human,Apr
2000,2451705.5,162,,Miscellaneous,6.0,B,34.6333,-79.4333,NC,North Carolina,,National,Undefined,Jun
1992,2448682.5,61,1706.0,Miscellaneous,4.0,B,39.42059311,-93.42967325,MO,Missouri,SA,Southern Area,Undefined,Mar
1997,2450616.5,168,,Arson,3.0,B,34.6583,-78.835,NC,North Carolina,,National,Human,Jun
1994,2449597.5,245,1800.0,Lightning,0.3,B,44.91166667,-115.9333333,ID,Idaho,GB,Great Basin,Lightning,Sep
2000,2451599.5,56,,Railroad,3.0,B,28.76,-82.53,FL,Florida,SA,Southern Area,Human,Feb
2001,2452226.5,317,,Children,0.4,B,35.2667,-81.7667,NC,North Carolina,,National,Human,Nov
1999,2451242.5,64,,Debris Burning,0.2,A,32.5692,-86.4961,AL,Alabama,SA,Southern Area,Human,Mar
1995,2449798.5,81,2325.0,Arson,3.0,B,31.75493534,-90.00712368,MS,Mississippi,SA,Southern Area,Human,Mar
2006,2453857.5,122,1423.0,Arson,0.3,B,39.199497,-121.056428,CA,California,CA,California,Human,May
2005,2453549.5,179,1630.0,Lightning,0.3,B,40.44527778,-105.2547222,CO,Colorado,RM,Rocky Mountain,Lightning,Jun
2007,2454333.5,233,,Debris Burning,0.48,B,31.15688614,-83.41495665,GA,Georgia,SA,Southern Area,Human,Aug
1995,2449843.5,126,1629.0,Campfire,11.0,C,46.25166667,-84.83833333,MI,Michigan,NR,Northern Rockies,Human,May
2001,2452208.5,299,,Miscellaneous,0.5,B,39.46667,-75.39583,NJ,New Jersey,,National,Undefined,Oct
1997,2450682.5,234,,Arson,40.0,C,34.7414,-81.0561,SC,South Carolina,SA,Southern Area,Human,Aug
2000,2451812.5,269,1630.0,Equipment Use,20.2,C,44.8792,-101.8463,SD,South Dakota,NR,Northern Rockies,Human,Sep
2008,2454476.5,11,,Miscellaneous,0.5,B,32.21664,-94.83125,TX,Texas,SA,Southern Area,Undefined,Jan
2009,2454937.5,106,,Debris Burning,0.1,A,61.63333333,-149.4166667,AK,Alaska,AK,Alaska,Human,Apr
1999,2451500.5,322,,Arson,2.0,B,31.79792,-94.98541,TX,Texas,SA,Southern Area,Human,Nov
2004,2453112.5,108,,Children,4.52,B,34.11173597,-84.62671591,GA,Georgia,SA,Southern Area,Human,Apr
2006,2453875.5,140,,Miscellaneous,1.1,B,47.47729648,-93.0545617,MN,Minnesota,NR,Northern Rockies,Undefined,May
2008,2454686.5,221,,Miscellaneous,0.1,A,31.12118,-97.86445,TX,Texas,SA,Southern Area,Undefined,Aug
1999,2451417.5,239,1830.0,Lightning,0.3,B,47.00222222,-113.9355556,MT,Montana,RM,Rocky Mountain,Lightning,Aug
2000,2451627.5,84,,Miscellaneous,0.1,A,34.5436,-89.2694,MS,Mississippi,SA,Southern Area,Undefined,Mar
2008,2454682.5,217,,Missing/Undefined,0.5,B,34.267,-94.8835,OK,Oklahoma,SA,Southern Area,Undefined,Aug
1995,2449951.5,234,500.0,Lightning,0.2,A,45.61666667,-104.0333333,MT,Montana,RM,Rocky Mountain,Lightning,Aug
1998,2451006.5,193,1450.0,Miscellaneous,0.1,A,40.9002,-114.2859,NV,Nevada,GB,Great Basin,Undefined,Jul
2002,2452510.5,236,,Lightning,0.1,A,35.8333,-75.6333,NC,North Carolina,,National,Lightning,Aug
1997,2450625.5,177,1432.0,Miscellaneous,15.0,C,37.3,-109.084,UT,Utah,RM,Rocky Mountain,Undefined,Jun
2006,2453772.5,37,2101.0,Miscellaneous,0.1,A,33.33944444,-81.56138889,SC,South Carolina,SA,Southern Area,Undefined,Feb
2003,2452857.5,218,,Lightning,0.1,A,48.3683,-115.275,MT,Montana,RM,Rocky Mountain,Lightning,Aug
1995,2449920.5,203,1456.0,Debris Burning,7.0,B,30.37929899,-89.14618014,MS,Mississippi,SA,Southern Area,Human,Jul
2003,2452771.5,132,,Arson,0.01,A,44.01844,-91.00790002,WI,Wisconsin,NR,Northern Rockies,Human,May
1993,2449227.5,240,,Debris Burning,5.0,B,34.755,-78.8417,NC,North Carolina,,National,Human,Aug
2008,2454686.5,221,1030.0,Lightning,0.1,A,41.4864,-111.8931,UT,Utah,RM,Rocky Mountain,Lightning,Aug
2008,2454616.5,151,1639.0,Equipment Use,2.5,B,34.54944444,-118.6677778,CA,California,CA,California,Human,May
1999,2451371.5,193,1845.0,Arson,1.0,B,45.7472,-107.5756,MT,Montana,RM,Rocky Mountain,Human,Jul
1999,2451528.5,350,1321.0,Debris Burning,2.0,B,34.439103,-88.525674,MS,Mississippi,SA,Southern Area,Human,Dec
2007,2454248.5,148,1200.0,Miscellaneous,1.02,B,46.86972222,-121.0997222,WA,Washington,NW,Northwest,Undefined,May
2005,2453436.5,66,,Miscellaneous,0.25,A,39.22216997,-75.04940998,NJ,New Jersey,,National,Undefined,Mar
2005,2453406.5,36,,Missing/Undefined,5.0,B,30.02249997,-82.64111002,FL,Florida,SA,Southern Area,Undefined,Feb
2004,2453216.5,212,,Arson,0.1,A,43.02892,-123.25839,OR,Oregon,NW,Northwest,Human,Jul
1998,2451150.5,337,,Arson,0.1,A,35.3117,-79.4083,NC,North Carolina,,National,Human,Dec
1992,2448709.5,88,,Railroad,0.5,B,30.47,-83.43,FL,Florida,SA,Southern Area,Human,Mar
2003,2452934.5,295,,Debris Burning,2.11,B,31.02820021,-84.42601884,GA,Georgia,SA,Southern Area,Human,Oct
2004,2453211.5,207,1326.0,Lightning,0.1,A,35.89055556,-111.9958333,AZ,Arizona,SW,Southwest,Lightning,Jul
1994,2449558.5,206,2035.0,Lightning,0.1,A,37.2969,-108.7987,CO,Colorado,RM,Rocky Mountain,Lightning,Jul
2009,2454897.5,66,,Arson,0.39,B,33.06685874,-82.84230919,GA,Georgia,SA,Southern Area,Human,Mar
2004,2453049.5,45,,Equipment Use,3.0,B,26.64222,-80.16499997,FL,Florida,SA,Southern Area,Human,Feb
1997,2450503.5,55,530.0,Miscellaneous,0.1,A,37.31833333,-119.5433333,CA,California,CA,California,Undefined,Feb
1995,2449801.5,84,,Arson,2.5,B,40.825,-74.5625,NJ,New Jersey,,National,Human,Mar
2001,2452111.5,202,,Missing/Undefined,0.1,A,40.15109,-111.70206,UT,Utah,RM,Rocky Mountain,Undefined,Jul
1993,2449204.5,217,551.0,Debris Burning,0.5,B,33.0917,-111.9207,AZ,Arizona,SW,Southwest,Human,Aug
1992,2448636.5,15,1920.0,Arson,2.0,B,33.08969201,-89.77146888,MS,Mississippi,SA,Southern Area,Human,Jan
2006,2453736.5,1,,Smoking,2.0,B,31.62443998,-95.54556001,TX,Texas,SA,Southern Area,Human,Jan
2007,2454199.5,99,,Debris Burning,4.79,B,32.23172993,-84.33712882,GA,Georgia,SA,Southern Area,Human,Apr
2000,2451691.5,148,,Miscellaneous,1.0,B,30.8322,-90.5417,LA,Louisiana,SA,Southern Area,Undefined,May
2003,2452835.5,196,1354.0,Lightning,0.1,A,34.21666667,-111.2583333,AZ,Arizona,SW,Southwest,Lightning,Jul
1999,2451333.5,155,,Lightning,25.0,C,27.98,-81.04,FL,Florida,SA,Southern Area,Lightning,Jun
2001,2452221.5,312,,Arson,0.1,A,36.2683,-84.6583,TN,Tennessee,SA,Southern Area,Human,Nov
1999,2451290.5,112,,Miscellaneous,13.0,C,38.3408,-83.4258,KY,Kentucky,SA,Southern Area,Undefined,Apr
2009,2455042.5,211,1840.0,Lightning,0.1,A,37.6775,-109.0789,UT,Utah,RM,Rocky Mountain,Lightning,Jul
1999,2451446.5,268,,Arson,2.0,B,33.5892,-85.5078,AL,Alabama,SA,Southern Area,Human,Sep
2009,2454853.5,22,,Arson,3.4,B,37.1725,-78.49583,VA,Virginia,EA,Eastern Area,Human,Jan
2002,2452323.5,49,1745.0,Miscellaneous,2.0,B,37.62638889,-90.97666667,MO,Missouri,SA,Southern Area,Undefined,Feb
2003,2452742.5,103,1000.0,Miscellaneous,0.1,A,33.5175,-110.7013889,AZ,Arizona,SW,Southwest,Undefined,Apr
1999,2451447.5,269,,Miscellaneous,6.0,B,35.6117,-92.3786,AR,Arkansas,SA,Southern Area,Undefined,Sep
1992,2448815.5,194,,Railroad,3.5,B,29.62,-82.65,FL,Florida,SA,Southern Area,Human,Jul
2004,2453060.5,56,,Debris Burning,0.2,A,34.78333,-80.35,SC,South Carolina,SA,Southern Area,Human,Feb
2006,2453957.5,222,1800.0,Lightning,0.25,A,48.79694444,-114.6597222,MT,Montana,RM,Rocky Mountain,Lightning,Aug
2000,2451661.5,118,,Debris Burning,2.0,B,35.9583,-85.2317,TN,Tennessee,SA,Southern Area,Human,Apr
2000,2451758.5,215,1800.0,Equipment Use,1.0,B,45.8183,-100.9118,SD,South Dakota,NR,Northern Rockies,Human,Aug
2001,2452084.5,175,1630.0,Miscellaneous,0.1,A,33.1001,-112.0174,AZ,Arizona,SW,Southwest,Undefined,Jun
1996,2450328.5,246,,Missing/Undefined,4.0,B,44.76128006,-104.9746016,WY,Wyoming,RM,Rocky Mountain,Undefined,Sep
1994,2449612.5,260,1500.0,Campfire,0.1,A,40.935,-122.2466667,CA,California,CA,California,Human,Sep
2008,2454498.5,33,,Miscellaneous,0.1,A,32.0989,-99.02595,TX,Texas,SA,Southern Area,Undefined,Feb
2006,2453980.5,245,1909.0,Lightning,0.3,B,38.81333333,-120.2305556,CA,California,CA,California,Lightning,Sep
2001,2452152.5,243,,Campfire,0.5,B,26.9508,-80.605,FL,Florida,SA,Southern Area,Human,Aug
2006,2453770.5,35,,Arson,130.0,D,30.9089,-88.4606,MS,Mississippi,SA,Southern Area,Human,Feb
2000,2451781.5,238,,Debris Burning,5.0,B,35.3397,-94.5756,OK,Oklahoma,SA,Southern Area,Human,Aug
1997,2450469.5,21,,Equipment Use,3.0,B,28.06,-81.01,FL,Florida,SA,Southern Area,Human,Jan
2000,2451898.5,355,,Debris Burning,50.0,C,32.91143997,-94.04689002,TX,Texas,SA,Southern Area,Human,Dec
2008,2454686.5,221,1930.0,Lightning,0.1,A,45.55222222,-115.4725,ID,Idaho,GB,Great Basin,Lightning,Aug
1998,2451039.5,226,1830.0,Lightning,0.1,A,32.41333333,-110.7516667,AZ,Arizona,SW,Southwest,Lightning,Aug
2005,2453560.5,190,,Missing/Undefined,0.1,A,30.05222002,-81.61582997,FL,Florida,SA,Southern Area,Undefined,Jul
2008,2454552.5,87,,Debris Burning,5.9,B,33.29009196,-83.83866867,GA,Georgia,SA,Southern Area,Human,Mar
1999,2451484.5,306,1600.0,Miscellaneous,0.1,A,33.40173,-104.33136,NM,New Mexico,SW,Southwest,Undefined,Nov
2001,2451936.5,27,,Debris Burning,1.5,B,35.3,-79.75,NC,North Carolina,,National,Human,Jan
2003,2452869.5,230,,Lightning,1.0,B,34.41556999,-92.86678,AR,Arkansas,SA,Southern Area,Lightning,Aug
1995,2450017.5,300,,Children,3.0,B,32.06458,-95.27292,TX,Texas,SA,Southern Area,Human,Oct
1999,2451227.5,49,,Debris Burning,2.5,B,33.7947,-81.1806,SC,South Carolina,SA,Southern Area,Human,Feb
1992,2448873.5,252,800.0,Arson,0.1,A,35.87,-82.98333333,TN,Tennessee,SA,Southern Area,Human,Sep
1998,2451062.5,249,1455.0,Campfire,0.1,A,42.2082,-114.7259,ID,Idaho,GB,Great Basin,Human,Sep
2008,2454739.5,274,900.0,Campfire,0.3,B,44.84166667,-111.2622222,MT,Montana,RM,Rocky Mountain,Human,Oct
1993,2449091.5,104,,Missing/Undefined,0.1,A,33.99166667,-81.15833333,SC,South Carolina,SA,Southern Area,Undefined,Apr
2003,2452934.5,295,,Debris Burning,7.06,B,33.14771355,-82.52880101,GA,Georgia,SA,Southern Area,Human,Oct
1999,2451540.5,362,,Smoking,10.3,C,32.2867,-82.4383,GA,Georgia,SA,Southern Area,Human,Dec
1993,2449332.5,345,,Miscellaneous,0.1,A,35.3883,-80.8417,NC,North Carolina,,National,Undefined,Dec
2008,2454623.5,158,1251.0,Equipment Use,0.5,B,35.91633,-108.72519,NM,New Mexico,SW,Southwest,Human,Jun
2006,2453929.5,194,1615.0,Campfire,0.3,B,44.80166667,-121.7830556,OR,Oregon,NW,Northwest,Human,Jul
2006,2453922.5,187,,Missing/Undefined,1.0,B,40.40238744,-113.5121214,UT,Utah,RM,Rocky Mountain,Undefined,Jul
1994,2449557.5,205,1900.0,Lightning,0.2,A,44.68333333,-118.5666667,OR,Oregon,NW,Northwest,Lightning,Jul
2006,2453843.5,108,1130.0,Children,40.0,C,47.1047,-95.8253,MN,Minnesota,NR,Northern Rockies,Human,Apr
1999,2451409.5,231,1830.0,Lightning,0.1,A,38.7213,-114.6711,NV,Nevada,GB,Great Basin,Lightning,Aug
2008,2454586.5,121,,Railroad,0.26,B,44.04237,-84.03484,MI,Michigan,NR,Northern Rockies,Human,May
1994,2449666.5,314,,Debris Burning,0.1,A,35.685,-78.0983,NC,North Carolina,,National,Human,Nov
1998,2451026.5,213,,Miscellaneous,5.0,B,30.5158,-92.8158,LA,Louisiana,SA,Southern Area,Undefined,Aug
2001,2452067.5,158,915.0,Miscellaneous,0.3,B,35.075,-111.83,AZ,Arizona,SW,Southwest,Undefined,Jun
2006,2453953.5,218,1459.0,Lightning,0.1,A,42.94916667,-121.2255556,OR,Oregon,NW,Northwest,Lightning,Aug
2008,2454527.5,62,,Missing/Undefined,0.1,A,36.00587,-80.41318,NC,North Carolina,,National,Undefined,Mar
1999,2451242.5,64,,Miscellaneous,2.0,B,30.6864,-93.3939,LA,Louisiana,SA,Southern Area,Undefined,Mar
2005,2453694.5,324,,Debris Burning,30.0,C,31.34147001,-96.95779001,TX,Texas,SA,Southern Area,Human,Nov
2000,2451768.5,225,,Lightning,0.1,A,46.9032,-112.0906,MT,Montana,RM,Rocky Mountain,Lightning,Aug
2005,2453587.5,217,1510.0,Lightning,3.5,B,35.8172,-115.4275,NV,Nevada,GB,Great Basin,Lightning,Aug
1999,2451274.5,96,,Lightning,2.0,B,30.07,-82.75,FL,Florida,SA,Southern Area,Lightning,Apr
2000,2451849.5,306,,Arson,6.0,B,33.6714,-86.6828,AL,Alabama,SA,Southern Area,Human,Nov
1995,2449761.5,44,900.0,Equipment Use,0.1,A,28.7833333,-80.8,FL,Florida,SA,Southern Area,Human,Feb
1996,2450147.5,65,,Railroad,0.1,A,35.3217,-79.765,NC,North Carolina,,National,Human,Mar
1998,2450928.5,115,,Railroad,0.4,B,29.88,-82.7,FL,Florida,SA,Southern Area,Human,Apr
2001,2452006.5,97,,Arson,4.0,B,34.7167,-79.2667,NC,North Carolina,,National,Human,Apr
2004,2453196.5,192,1348.0,Miscellaneous,1.0,B,35.82,-106.5919444,NM,New Mexico,SW,Southwest,Undefined,Jul
2007,2454253.5,153,,Miscellaneous,0.1,A,46.7058,-113.5002,MT,Montana,RM,Rocky Mountain,Undefined,Jun
2009,2455086.5,255,,Equipment Use,2.0,B,33.04937,-80.61113,SC,South Carolina,SA,Southern Area,Human,Sep
1997,2450519.5,71,,Miscellaneous,2.0,B,36.4933,-85.0717,TN,Tennessee,SA,Southern Area,Undefined,Mar
1993,2449072.5,85,1415.0,Missing/Undefined,1.0,B,36.53110133,-94.65879813,OK,Oklahoma,SA,Southern Area,Undefined,Mar
2002,2452344.5,70,,Railroad,1.5,B,40.65417,-75.14583,NJ,New Jersey,,National,Human,Mar
1992,2448759.5,138,1500.0,Lightning,0.3,B,39.26666667,-105.2,CO,Colorado,RM,Rocky Mountain,Lightning,May
2006,2453869.5,134,1032.0,Campfire,0.1,A,33.72,-111.505,AZ,Arizona,SW,Southwest,Human,May
2001,2452252.5,343,,Debris Burning,0.5,B,35.3667,-77.6333,NC,North Carolina,,National,Human,Dec
2005,2453590.5,220,,Debris Burning,1.0,B,44.92208002,-67.08988999,ME,Maine,,National,Human,Aug
1999,2451299.5,121,1716.0,Debris Burning,5.6,B,38.78333333,-120.4852778,CA,California,CA,California,Human,May
2002,2452466.5,192,1910.0,Lightning,0.1,A,36.9567,-107.6212,NM,New Mexico,SW,Southwest,Lightning,Jul
1994,2449375.5,23,1235.0,Arson,7.0,B,33.8,-85.605,AL,Alabama,SA,Southern Area,Human,Jan
2005,2453509.5,139,30.0,Arson,5.0,B,31.52,-92.58777778,LA,Louisiana,SA,Southern Area,Human,May
2006,2453813.5,78,,Arson,85.0,C,30.91000068,-92.62846945,LA,Louisiana,SA,Southern Area,Human,Mar
1996,2450293.5,211,1648.0,Campfire,0.3,B,35.88333333,-118.48,CA,California,CA,California,Human,Jul
1995,2449944.5,227,,Children,1.0,B,27.46,-80.36,FL,Florida,SA,Southern Area,Human,Aug
1993,2449072.5,85,1500.0,Railroad,2.5,B,45.5291,-107.4368,MT,Montana,RM,Rocky Mountain,Human,Mar
2001,2452232.5,323,900.0,Arson,0.5,B,34.95194444,-83.06888889,SC,South Carolina,SA,Southern Area,Human,Nov
2001,2452109.5,200,1848.0,Lightning,0.1,A,41.60861111,-120.34,CA,California,CA,California,Lightning,Jul
1993,2449134.5,147,,Missing/Undefined,1.0,B,33.025,-79.85833333,SC,South Carolina,SA,Southern Area,Undefined,May
2000,2451629.5,86,1749.0,Miscellaneous,0.1,A,33.3717,-112.229,AZ,Arizona,SW,Southwest,Undefined,Mar
1999,2451429.5,251,2200.0,Lightning,1.0,B,36.36694444,-121.7338889,CA,California,CA,California,Lightning,Sep
1995,2449808.5,91,,Missing/Undefined,5.0,B,34.05833333,-80.1125,SC,South Carolina,SA,Southern Area,Undefined,Apr
1996,2450236.5,154,,Children,0.25,A,39.94167,-74.66666,NJ,New Jersey,,National,Human,Jun
1998,2451064.5,251,,Arson,26.0,C,34.4008,-85.5031,AL,Alabama,SA,Southern Area,Human,Sep
1997,2450640.5,192,,Debris Burning,0.5,B,37.3783,-79.8383,VA,Virginia,EA,Eastern Area,Human,Jul
1994,2449433.5,81,1548.0,Miscellaneous,1.0,B,37.98749477,-91.7153573,MO,Missouri,SA,Southern Area,Undefined,Mar
1993,2449156.5,169,,Debris Burning,0.2,A,48.13476,-117.35748,WA,Washington,NW,Northwest,Human,Jun
2001,2451914.5,5,,Debris Burning,1.0,B,34.1333,-80.0667,SC,South Carolina,SA,Southern Area,Human,Jan
2002,2452546.5,272,1746.0,Lightning,0.1,A,40.0844,-108.3212,CO,Colorado,RM,Rocky Mountain,Lightning,Sep
2004,2453245.5,241,1630.0,Equipment Use,10.0,C,46.2322,-100.7051,ND,North Dakota,NR,Northern Rockies,Human,Aug
2001,2451988.5,79,1900.0,Miscellaneous,0.1,A,48.3139,-110.0258,MT,Montana,RM,Rocky Mountain,Undefined,Mar
2008,2454699.5,234,,Missing/Undefined,4.0,B,36.02462,-78.23096,NC,North Carolina,,National,Undefined,Aug
2001,2452232.5,323,,Miscellaneous,0.25,A,41.14167,-74.60416,NJ,New Jersey,,National,Undefined,Nov
1999,2451487.5,309,,Miscellaneous,5.0,B,37.7483,-84.4678,KY,Kentucky,SA,Southern Area,Undefined,Nov
2006,2453964.5,229,,Lightning,0.35,B,32.4884785,-81.88898939,GA,Georgia,SA,Southern Area,Lightning,Aug
2009,2454896.5,65,,Equipment Use,0.34,B,31.18196524,-83.42685544,GA,Georgia,SA,Southern Area,Human,Mar
2003,2453001.5,362,,Campfire,0.9,B,32.31351003,-81.23042757,GA,Georgia,SA,Southern Area,Human,Dec
2006,2453933.5,198,,Equipment Use,100.0,D,33.61669998,-97.94418002,TX,Texas,SA,Southern Area,Human,Jul
2004,2453064.5,60,,Missing/Undefined,4.0,B,38.59085,-84.57584,KY,Kentucky,SA,Southern Area,Undefined,Mar
1996,2450274.5,192,,Debris Burning,0.5,B,35.545,-80.5917,NC,North Carolina,,National,Human,Jul
2000,2451729.5,186,2212.0,Equipment Use,0.1,A,33.663369,-116.312561,CA,California,CA,California,Human,Jul
1998,2451048.5,235,1700.0,Lightning,0.1,A,45.45138889,-115.8686111,ID,Idaho,GB,Great Basin,Lightning,Aug
1995,2449837.5,120,,Debris Burning,4.0,B,46.158048,-94.085798,MN,Minnesota,NR,Northern Rockies,Human,Apr
2006,2453799.5,64,,Debris Burning,120.0,D,31.1631,-89.6647,MS,Mississippi,SA,Southern Area,Human,Mar
1992,2448818.5,197,,Equipment Use,0.25,A,40.175,-74.19583,NJ,New Jersey,,National,Human,Jul
1994,2449575.5,223,836.0,Campfire,0.1,A,38.91666667,-120.015,CA,California,CA,California,Human,Aug
2006,2453809.5,74,,Debris Burning,0.59,B,31.85447974,-82.34977831,GA,Georgia,SA,Southern Area,Human,Mar
1999,2451285.5,107,,Arson,0.1,A,35.3783,-80.9183,NC,North Carolina,,National,Human,Apr
1993,2449319.5,332,,Equipment Use,0.1,A,30.3969,-87.3769,FL,Florida,SA,Southern Area,Human,Nov
2004,2453224.5,220,1505.0,Lightning,0.1,A,35.30944444,-112.3061111,AZ,Arizona,SW,Southwest,Lightning,Aug
2001,2452167.5,258,,Miscellaneous,1.5,B,33.8069,-81.0694,SC,South Carolina,SA,Southern Area,Undefined,Sep
1995,2449805.5,88,,Children,1.0,B,34.0417,-78.3083,NC,North Carolina,,National,Human,Mar
2000,2451712.5,169,1600.0,Lightning,0.3,B,35.8858,-113.168,AZ,Arizona,SW,Southwest,Lightning,Jun
1999,2451255.5,77,,Arson,1.5,B,33.8,-79.0167,SC,South Carolina,SA,Southern Area,Human,Mar
1993,2449101.5,114,1640.0,Children,0.5,B,35.29833333,-83.825,NC,North Carolina,,National,Human,Apr
2007,2454212.5,112,,Missing/Undefined,5.3,B,35.54939,-79.17928,NC,North Carolina,,National,Undefined,Apr
2004,2453221.5,217,1830.0,Lightning,0.1,A,45.715,-114.385,MT,Montana,RM,Rocky Mountain,Lightning,Aug
